Games	Sport	Event	Athlete(s)	CountryCode	CountryName	Medal	ResultInSeconds
1976	Swimming	200m Backstroke Men	Daniel Harrigan	USA	United States of America	Bronze	121.35
1976	Swimming	200m Backstroke Women	Ulrike Richter	GDR	German Democratic Republic	Gold	133.43
1976	Swimming	200m Backstroke Women	Birgit Treiber	GDR	German Democratic Republic	Silver	134.97
1976	Swimming	200m Backstroke Women	Nancy Garapick	CAN	Canada	Bronze	135.6
1976	Swimming	200m Breaststroke Men	David Wilkie	GBR	Great Britain	Gold	135.11
1976	Swimming	200m Breaststroke Men	John Hencken	USA	United States of America	Silver	137.26
1976	Swimming	200m Breaststroke Men	Richard Colella	USA	United States of America	Bronze	139.2
1976	Swimming	200m Breaststroke Women	Marina Koshevaya	URS	Soviet Union	Gold	153.35
1976	Swimming	200m Breaststroke Women	Marina Yurchenya	URS	Soviet Union	Silver	156.08
1976	Swimming	200m Breaststroke Women	Lyubov Rusanova	URS	Soviet Union	Bronze	156.22
1976	Swimming	200m Butterfly Men	Mike Bruner	USA	United States of America	Gold	119.23
1976	Swimming	200m Butterfly Men	Steven Gregg	USA	United States of America	Silver	119.54
1976	Swimming	200m Butterfly Men	William Forrester	USA	United States of America	Bronze	119.96
1976	Swimming	200m Butterfly Women	Andrea Pollack	GDR	German Democratic Republic	Gold	131.41
1976	Swimming	200m Butterfly Women	Ulrike Tauber	GDR	German Democratic Republic	Silver	132.5
1976	Swimming	200m Butterfly Women	Rosemarie Gabriel	GDR	German Democratic Republic	Bronze	132.86
1976	Swimming	200m Freestyle Men	Bruce Furniss	USA	United States of America	Gold	110.29
1976	Swimming	200m Freestyle Men	John Naber	USA	United States of America	Silver	110.5
1976	Swimming	200m Freestyle Men	Jim Montgomery	USA	United States of America	Bronze	110.58
1976	Swimming	200m Freestyle Women	Kornelia Ender	GDR	German Democratic Republic	Gold	119.26
1976	Swimming	200m Freestyle Women	Shirley Babashoff	USA	United States of America	Silver	121.22
1976	Swimming	200m Freestyle Women	Enith Brigitha	NED	Netherlands	Bronze	121.4
1976	Swimming	400m Freestyle Men	Brian Goodell	USA	United States of America	Gold	231.93
1976	Swimming	400m Freestyle Men	Timothy Shaw	USA	United States of America	Silver	232.54
1976	Swimming	400m Freestyle Men	Vladimir Raskatov	URS	Soviet Union	Bronze	235.76
1976	Swimming	400m Freestyle Women	Petra Th?mer	GDR	German Democratic Republic	Gold	249.89
1976	Swimming	400m Freestyle Women	Shirley Babashoff	USA	United States of America	Silver	250.46
1976	Swimming	400m Freestyle Women	Shannon Smith	CAN	Canada	Bronze	254.6
1976	Swimming	400m Individual Medley Men	Rod Strachan	USA	United States of America	Gold	263.68
1976	Swimming	400m Individual Medley Men	Tim McKee	USA	United States of America	Silver	264.62
1976	Swimming	400m Individual Medley Men	Andrey Smirnov	URS	Soviet Union	Bronze	266.9
1976	Swimming	400m Individual Medley Women	Ulrike Tauber	GDR	German Democratic Republic	Gold	282.77
1976	Swimming	400m Individual Medley Women	Cheryl Gibson	CAN	Canada	Silver	288.1
1976	Swimming	400m Individual Medley Women	Becky Smith	CAN	Canada	Bronze	290.48
1976	Swimming	4x100m Freestyle Relay Women	Jill Sterkel, Wendy Boglioli, Shirley Babashoff, Kim Peyton	USA	United States of America	Gold	224.82
1976	Swimming	4x100m Freestyle Relay Women	Andrea Pollack, Claudia Hempel, Kornelia Ender, Petra Priemer	GDR	German Democratic Republic	Silver	225.5
1976	Swimming	4x100m Freestyle Relay Women	Becky Smith, Gail Amundrud, Barbara Clark, Ann Jardin	CAN	Canada	Bronze	228.81
1976	Swimming	4x100m Medley Relay Men	John Hencken, Jim Montgomery, John Naber, Matt Vogel	USA	United States of America	Gold	222.22
1976	Swimming	4x100m Medley Relay Men	Donald Smith, Gary MacDonald, Stephen Pickell, Clay Evans	CAN	Canada	Silver	225.94
1976	Swimming	4x100m Medley Relay Men	Peter Nocke, Walter Kusch, Michael Kraus, Klaus Steinbach	FRG	West Germany	Bronze	227.29
1976	Swimming	4x100m Medley Relay Women	Andrea Pollack, Hannelore Anke, Kornelia Ender, Ulrike Richter	GDR	German Democratic Republic	Gold	247.95
1976	Swimming	4x100m Medley Relay Women	Lauri Siering, Camille Wright, Shirley Babashoff, Linda Jezek	USA	United States of America	Silver	254.55
1976	Swimming	4x100m Medley Relay Women	Ann Jardin, Wendy Hogg, Robin Corsiglia, Susan Sloan	CAN	Canada	Bronze	255.22
1976	Swimming	4x200m Freestyle Relay Men	John Naber, Jim Montgomery, Bruce Furniss, Mike Bruner	USA	United States of America	Gold	443.22
1976	Swimming	4x200m Freestyle Relay Men	Andrey Bogdanov, Sergey Koplyakov, Andrey Krylov, Vladimir Raskatov	URS	Soviet Union	Silver	447.97
1976	Swimming	4x200m Freestyle Relay Men	Alan McClatchey, Brian Brinkley, Gordon Downie, David Dunne	GBR	Great Britain	Bronze	452.11
1976	Swimming	800m Freestyle Women	Petra Th?mer	GDR	German Democratic Republic	Gold	517.14
1976	Swimming	800m Freestyle Women	Shirley Babashoff	USA	United States of America	Silver	517.59
1976	Swimming	800m Freestyle Women	Wendy Weinberg	USA	United States of America	Bronze	522.6
1972	Athletics	10000m Men	Lasse Vir?n	FIN	Finland	Gold	1658.4
1972	Athletics	10000m Men	Emiel Puttemans	BEL	Belgium	Silver	1659.6
1972	Athletics	10000m Men	Miruts Yifter	ETH	Ethiopia	Bronze	1661
1972	Athletics	100m Hurdles Women	Annelie Ehrhardt	GDR	German Democratic Republic	Gold	12.59
1972	Athletics	100m Hurdles Women	Valeria Bufanu	ROM	Romania	Silver	12.84
1972	Athletics	100m Hurdles Women	Karin Balzer	GDR	German Democratic Republic	Bronze	12.9
1972	Athletics	100m Men	Valery Borzov	URS	Soviet Union	Gold	10.14
1972	Athletics	100m Men	Robert Taylor	USA	United States of America	Silver	10.24
1972	Athletics	100m Men	Lennox Miller	JAM	Jamaica	Bronze	10.33
1972	Athletics	100m Women	Renate Stecher	GDR	German Democratic Republic	Gold	11.07
1972	Athletics	100m Women	Raelene Boyle	AUS	Australia	Silver	11.23
1972	Athletics	100m Women	Silvia Chiv?s	CUB	Cuba	Bronze	11.24
1972	Athletics	110m Hurdles Men	Rodney Milburn	USA	United States of America	Gold	13.24
1972	Athletics	110m Hurdles Men	Guy Drut	FRA	France	Silver	13.34
1972	Athletics	110m Hurdles Men	Thomas Hill	USA	United States of America	Bronze	13.48
1972	Athletics	1500m Men	Pekka Vasala	FIN	Finland	Gold	216.3
1972	Athletics	1500m Men	Kipchoge Keino	KEN	Kenya	Silver	216.8
1972	Athletics	1500m Men	Rodney Dixon	NZL	New Zealand	Bronze	217.5
1972	Athletics	1500m Women	Lyudmila Bragina	URS	Soviet Union	Gold	241.4
1972	Athletics	1500m Women	Gunhild Hoffmeister	GDR	German Democratic Republic	Silver	242.8
1972	Athletics	1500m Women	Paola Cacchi-Pigni	ITA	Italy	Bronze	242.9
1972	Athletics	200m Men	Valery Borzov	URS	Soviet Union	Gold	20
1972	Athletics	200m Men	Larry Black	USA	United States of America	Silver	20.19
1972	Athletics	200m Men	Pietro Mennea	ITA	Italy	Bronze	20.3
1972	Athletics	200m Women	Renate Stecher	GDR	German Democratic Republic	Gold	22.4
1972	Athletics	200m Women	Raelene Boyle	AUS	Australia	Silver	22.45
1972	Athletics	200m Women	Irena Szewinska	POL	Poland	Bronze	22.74
1972	Athletics	20km Walk Men	Peter Frenkel	GDR	German Democratic Republic	Gold	5202
1972	Athletics	20km Walk Men	Vladimir Golubnichy	URS	Soviet Union	Silver	5215
1972	Athletics	20km Walk Men	Hans-Georg Reimann	GDR	German Democratic Republic	Bronze	5236
1972	Athletics	3000m Steeplechase Men	Kipchoge Keino	KEN	Kenya	Gold	503.6
1972	Athletics	3000m Steeplechase Men	Ben Jipcho	KEN	Kenya	Silver	504.6
1972	Athletics	3000m Steeplechase Men	Tapio Kantanen	FIN	Finland	Bronze	504.8
1972	Athletics	400m Hurdles Men	John Akii-Bua	UGA	Uganda	Gold	47.82
1972	Athletics	400m Hurdles Men	Ralph Mann	USA	United States of America	Silver	48.51
1972	Athletics	400m Hurdles Men	David Hemery	GBR	Great Britain	Bronze	48.52
1972	Athletics	400m Men	Vincent Matthews	USA	United States of America	Gold	44.66
1972	Athletics	400m Men	Wayne Collett	USA	United States of America	Silver	44.8
1972	Athletics	400m Men	Julius Sang	KEN	Kenya	Bronze	44.92
1972	Athletics	400m Women	Monika Zehrt	GDR	German Democratic Republic	Gold	51.08
1972	Athletics	400m Women	Rita Wilden	FRG	West Germany	Silver	51.21
1972	Athletics	400m Women	Kathy Hammond	USA	United States of America	Bronze	51.64
1972	Athletics	4x100m Relay Men	Eddie Hart, Larry Black, Robert Taylor, Gerald Tinker	USA	United States of America	Gold	38.19
1972	Athletics	4x100m Relay Men	Juris Silovs, Aleksandr Kornelyuk, Vladimir Lovetsky, Valery Borzov	URS	Soviet Union	Silver	38.5
1972	Athletics	4x100m Relay Men	Klaus Ehl, Jobst Hirscht, Karlheinz Klotz, Gerhard Wucherer	FRG	West Germany	Bronze	38.79
1972	Athletics	4x100m Relay Women	Heide Rosendahl, Annegret Richter, Christiane Krause, Ingrid Mickler-Becker	FRG	West Germany	Gold	42.81
1972	Athletics	4x100m Relay Women	Renate Stecher, B?rbel Struppert, Christina Heinich, Evelyn Kaufer	GDR	German Democratic Republic	Silver	42.95
1972	Athletics	4x100m Relay Women	Silvia Chiv?s, Marlene Elejarde, Carmen Vald?s, Fulgencia Romay	CUB	Cuba	Bronze	43.36
1972	Athletics	4x400m Relay Men	Charles Asati, Hezekiah Nyamau, Robert Ouko, Julius Sang	KEN	Kenya	Gold	179.8
1972	Athletics	4x400m Relay Men	Alan Pascoe, Martin Reynolds, David Jenkins, David Hemery	GBR	Great Britain	Silver	180.5
1972	Athletics	4x400m Relay Men	Francis Kerbiriou, Gilles Bertould, Jacques Carette, Roger V?lasquez	FRA	France	Bronze	180.7
1972	Athletics	4x400m Relay Women	Rita K?hne, Helga Seidler, Dagmar K?sling, Monika Zehrt	GDR	German Democratic Republic	Gold	203
1972	Athletics	4x400m Relay Women	Mable Fergerson, Kathy Hammond, Cheryl Toussaint, Madeline Manning-Jackson	USA	United States of America	Silver	205.2
1972	Athletics	4x400m Relay Women	Anette R?ckes, Rita Wilden, Hildegard Falck, Inge B?dding	FRG	West Germany	Bronze	206.5
1972	Athletics	5000m Men	Lasse Vir?n	FIN	Finland	Gold	806.4
1972	Athletics	5000m Men	Mohamed Gammoudi	TUN	Tunisia	Silver	807.4
1972	Athletics	5000m Men	Ian Stewart	GBR	Great Britain	Bronze	807.6
1972	Athletics	50km Walk Men	Bernd Kannenberg	FRG	West Germany	Gold	14171
1972	Athletics	50km Walk Men	Veniamin Soldatenko	URS	Soviet Union	Silver	14304
1972	Athletics	50km Walk Men	Larry Young	USA	United States of America	Bronze	14446
1972	Athletics	800m Men	Dave Wottle	USA	United States of America	Gold	105.9
1972	Athletics	800m Men	Yevgeny Arzhanov	URS	Soviet Union	Silver	105.9
1972	Athletics	800m Men	Mike Boit	KEN	Kenya	Bronze	106
1972	Athletics	800m Women	Hildegard Falck	FRG	West Germany	Gold	118.6
1972	Athletics	800m Women	Nijole Sabaite	URS	Soviet Union	Silver	118.7
1972	Athletics	800m Women	Gunhild Hoffmeister	GDR	German Democratic Republic	Bronze	119.2
1972	Athletics	Marathon Men	Frank Shorter	USA	United States of America	Gold	7939
1972	Athletics	Marathon Men	Karel Lismont	BEL	Belgium	Silver	8071
1972	Athletics	Marathon Men	Mamo Wolde	ETH	Ethiopia	Bronze	8108
1972	Canoeing	C1 1000m Canadian Singles Men	Ivan Patzaichin	ROM	Romania	Gold	248.94
1972	Canoeing	C1 1000m Canadian Singles Men	Tam?s Wichmann	HUN	Hungary	Silver	252.42
1972	Canoeing	C1 1000m Canadian Singles Men	Detlef Lewe	FRG	West Germany	Bronze	253.63
1972	Canoeing	C2 1000m Canadian Pairs Men	Yury Lobanov, Vladislavas Cesiunas	URS	Soviet Union	Gold	232.6
1972	Canoeing	C2 1000m Canadian Pairs Men	Serghei Covaliov, Ivan Patzaichin	ROM	Romania	Silver	232.63
1972	Canoeing	C2 1000m Canadian Pairs Men	Ivan Burchin, Fedya Damyanov	BUL	Bulgaria	Bronze	238.1
1972	Canoeing	K1 1000m Kayak Singles Men	Aleksandr Shaparenko	URS	Soviet Union	Gold	228.06
1972	Canoeing	K1 1000m Kayak Singles Men	Rolf Peterson	SWE	Sweden	Silver	229.38
1972	Canoeing	K1 1000m Kayak Singles Men	G?za Csap?	HUN	Hungary	Bronze	229.38
1972	Canoeing	K1 500m Kayak Singles Women	Yuliya Ryabchynskaya	URS	Soviet Union	Gold	123.17
1972	Canoeing	K1 500m Kayak Singles Women	Mieke Jaapies	NED	Netherlands	Silver	124.03
1972	Canoeing	K1 500m Kayak Singles Women	Anna Pfeffer	HUN	Hungary	Bronze	125.5
1972	Canoeing	K2 1000m Kayak Pairs Men	Nikolay Gorbachov, Viktor Kratasyuk	URS	Soviet Union	Gold	211.23
1972	Canoeing	K2 1000m Kayak Pairs Men	J?zsef Deme, J?nos R?tkai	HUN	Hungary	Silver	212
1972	Canoeing	K2 1000m Kayak Pairs Men	Rafal Piszcz, Wladyslaw Szuszkiewicz	POL	Poland	Bronze	213.83
1972	Canoeing	K2 500m Kayak Pairs Women	Lyudmila Pinayeva-Khvedosyuk, Yekaterina Kuryshko	URS	Soviet Union	Gold	113.5
1972	Canoeing	K2 500m Kayak Pairs Women	Ilse Kaschube, Petra Grabowski	GDR	German Democratic Republic	Silver	114.3
1972	Canoeing	K2 500m Kayak Pairs Women	Viorica Dumitru, Maria Nichiforov	ROM	Romania	Bronze	115.01
1972	Canoeing	K4 1000m Kayak Fours Men	Yury Stetsenko, Valery Didenko, Yury Filatov, Vladimir Morozov	URS	Soviet Union	Gold	194.02
1972	Canoeing	K4 1000m Kayak Fours Men	Mihai Zafiu, Roman Vartolomeu, Aurel Vernescu, Atanase Sciotnic	ROM	Romania	Silver	195.07
1972	Canoeing	K4 1000m Kayak Fours Men	Egil S?by, Jan Johansen, Steinar Amundsen, Tore Berger	NOR	Norway	Bronze	195.27
1972	Rowing	Coxless Fours Men	Frank Forberger, Dieter Grahn, Dieter Schubert, Frank R?hle	GDR	German Democratic Republic	Gold	384.27
1972	Rowing	Coxless Fours Men	Dudley Storey, Dick Tonks, Noel Mills, Ross Collinge	NZL	New Zealand	Silver	385.64
1972	Rowing	Coxless Fours Men	Joachim Ehrig, Peter Funnek?tter, Franz Held, Wolfgang Plottke	FRG	West Germany	Bronze	388.41
1972	Rowing	Coxless Pairs Men	Wolfgang Mager, Siegfried Brietzke	GDR	German Democratic Republic	Gold	413.16
1972	Rowing	Coxless Pairs Men	Alfred Bachmann, Heinrich Fischer	SUI	Switzerland	Silver	417.06
1972	Rowing	Coxless Pairs Men	Roelof Luynenburg, Ruud Stokvis	NED	Netherlands	Bronze	418.7
1972	Rowing	Double Sculls Men	Gennady Korshikov, Aleksandr Timoshinin	URS	Soviet Union	Gold	421.77
1972	Rowing	Double Sculls Men	Frank Hansen, Svein Th?gersen	NOR	Norway	Silver	422.58
1972	Rowing	Double Sculls Men	Joachim B?hmer, Hans-Ullrich Schmied	GDR	German Democratic Republic	Bronze	425.55
1972	Rowing	Eights Men	John Hunter, Tony Hurt, Dick Joyce, Trevor Coker, Simon Dickie, Athol Earl, Gary Robertson, Wybo Veldman, Lindsay Wilson	NZL	New Zealand	Gold	368.94
1972	Rowing	Eights Men	Peter Raymond, Lawrence Terry, Timothy Mickelson, John Livingston, Michael Livingston, Eugene Clapp, Fritz Hobbs, William Hobbs, Paul Hoffman	USA	United States of America	Silver	371.61
1972	Rowing	Eights Men	Bernd Landvoigt, J?rg Landvoigt, Hans-Joachim Borzym, Harold Dimke, Heinrich Mederow, Dietmar Schwarz, Manfred Schmorde, Manfred Schneider, Hartmut Schreiber	GDR	German Democratic Republic	Bronze	371.67
1972	Rowing	Single Sculls Men	Yury Malyshev	URS	Soviet Union	Gold	430.12
1972	Rowing	Single Sculls Men	Alberto Demiddi	ARG	Argentina	Silver	431.53
1972	Rowing	Single Sculls Men	Wolfgang G?ldenpfennig	GDR	German Democratic Republic	Bronze	434.45
1972	Swimming	100m Backstroke Men	Roland Matthes	GDR	German Democratic Republic	Gold	56.58
1972	Swimming	100m Backstroke Men	Michael Stamm	USA	United States of America	Silver	57.7
1972	Swimming	100m Backstroke Men	John Murphy	USA	United States of America	Bronze	58.35
1972	Swimming	100m Backstroke Women	Melissa Belote	USA	United States of America	Gold	65.78
1972	Swimming	100m Backstroke Women	Andrea Gyarmati	HUN	Hungary	Silver	66.26
1972	Swimming	100m Backstroke Women	Susan Atwood	USA	United States of America	Bronze	66.34
1972	Swimming	100m Breaststroke Men	Nobutaka Taguchi	JPN	Japan	Gold	64.94
1972	Swimming	100m Breaststroke Men	Tom Bruce	USA	United States of America	Silver	65.43
1972	Swimming	100m Breaststroke Men	John Hencken	USA	United States of America	Bronze	65.61
1972	Swimming	100m Breaststroke Women	Catherine Carr	USA	United States of America	Gold	73.58
1972	Swimming	100m Breaststroke Women	Galina Stepanova-Prozumenshchykova	URS	Soviet Union	Silver	74.99
1972	Swimming	100m Breaststroke Women	Beverley Whitfield	AUS	Australia	Bronze	75.73
1972	Swimming	100m Butterfly Men	Mark Spitz	USA	United States of America	Gold	54.27
1972	Swimming	100m Butterfly Men	Bruce Robertson	CAN	Canada	Silver	55.56
1972	Swimming	100m Butterfly Men	Jerry Heidenreich	USA	United States of America	Bronze	55.74
1972	Swimming	100m Butterfly Women	Mayumi Aoki	JPN	Japan	Gold	63.34
1972	Swimming	100m Butterfly Women	Roswitha Beier	GDR	German Democratic Republic	Silver	63.61
1972	Swimming	100m Butterfly Women	Andrea Gyarmati	HUN	Hungary	Bronze	63.73
1972	Swimming	100m Freestyle Men	Mark Spitz	USA	United States of America	Gold	51.22
1972	Swimming	100m Freestyle Men	Jerry Heidenreich	USA	United States of America	Silver	51.65
1972	Swimming	100m Freestyle Men	Vladimir Bure	URS	Soviet Union	Bronze	51.77
1972	Swimming	100m Freestyle Women	Sandra Neilson	USA	United States of America	Gold	58.59
1972	Swimming	100m Freestyle Women	Shirley Babashoff	USA	United States of America	Silver	59.02
1972	Swimming	100m Freestyle Women	Shane Gould	AUS	Australia	Bronze	59.06
1972	Swimming	1500m Freestyle Men	Mike Burton	USA	United States of America	Gold	952.58
1972	Swimming	1500m Freestyle Men	Graham Windeatt	AUS	Australia	Silver	958.48
1972	Swimming	1500m Freestyle Men	Douglas Northway	USA	United States of America	Bronze	969.25
1972	Swimming	200m Backstroke Men	Roland Matthes	GDR	German Democratic Republic	Gold	122.82
1972	Swimming	200m Backstroke Men	Michael Stamm	USA	United States of America	Silver	124.09
1972	Swimming	200m Backstroke Men	Mitchell Ivey	USA	United States of America	Bronze	124.33
1972	Swimming	200m Backstroke Women	Melissa Belote	USA	United States of America	Gold	139.19
1972	Swimming	200m Backstroke Women	Susan Atwood	USA	United States of America	Silver	140.38
1972	Swimming	200m Backstroke Women	Donna Gurr	CAN	Canada	Bronze	143.22
1972	Swimming	200m Breaststroke Men	John Hencken	USA	United States of America	Gold	141.55
1972	Swimming	200m Breaststroke Men	David Wilkie	GBR	Great Britain	Silver	143.67
1972	Swimming	200m Breaststroke Men	Nobutaka Taguchi	JPN	Japan	Bronze	143.88
1972	Swimming	200m Breaststroke Women	Beverley Whitfield	AUS	Australia	Gold	161.71
1972	Swimming	200m Breaststroke Women	Dana Schoenfield	USA	United States of America	Silver	162.05
1972	Swimming	200m Breaststroke Women	Galina Stepanova-Prozumenshchykova	URS	Soviet Union	Bronze	162.36
1972	Swimming	200m Butterfly Men	Mark Spitz	USA	United States of America	Gold	120.7
1972	Swimming	200m Butterfly Men	Gary Hall	USA	United States of America	Silver	122.86
1972	Swimming	200m Butterfly Men	Robin Backhouse	USA	United States of America	Bronze	123.23
1972	Swimming	200m Butterfly Women	Karen Moe	USA	United States of America	Gold	135.57
1972	Swimming	200m Butterfly Women	Lynn Colella	USA	United States of America	Silver	136.34
1972	Swimming	200m Butterfly Women	Ellie Daniel	USA	United States of America	Bronze	136.74
1972	Swimming	200m Freestyle Men	Mark Spitz	USA	United States of America	Gold	112.78
1972	Swimming	200m Freestyle Men	Steven Genter	USA	United States of America	Silver	113.73
1972	Swimming	200m Freestyle Men	Werner Lampe	FRG	West Germany	Bronze	113.99
1972	Swimming	200m Freestyle Women	Shane Gould	AUS	Australia	Gold	123.56
1972	Swimming	200m Freestyle Women	Shirley Babashoff	USA	United States of America	Silver	124.33
1972	Swimming	200m Freestyle Women	Keena Rothhammer	USA	United States of America	Bronze	124.92
1972	Swimming	200m Individual Medley Men	Gunnar Larsson	SWE	Sweden	Gold	127.17
1972	Swimming	200m Individual Medley Men	Tim McKee	USA	United States of America	Silver	128.37
1972	Swimming	200m Individual Medley Men	Steven Furniss	USA	United States of America	Bronze	128.45
1972	Swimming	200m Individual Medley Women	Shane Gould	AUS	Australia	Gold	143.07
1972	Swimming	200m Individual Medley Women	Kornelia Ender	GDR	German Democratic Republic	Silver	143.59
1972	Swimming	200m Individual Medley Women	Lynn Vidali	USA	United States of America	Bronze	144.06
1972	Swimming	400m Freestyle Men	Bradford Cooper	AUS	Australia	Gold	240.27
1972	Swimming	400m Freestyle Men	Steven Genter	USA	United States of America	Silver	241.94
1972	Swimming	400m Freestyle Men	Thomas McBreen	USA	United States of America	Bronze	242.64
1972	Swimming	400m Freestyle Women	Shane Gould	AUS	Australia	Gold	259.04
1972	Swimming	400m Freestyle Women	Novella Calligaris	ITA	Italy	Silver	262.44
1972	Swimming	400m Freestyle Women	Gudrun Wegner	GDR	German Democratic Republic	Bronze	263.11
1972	Swimming	400m Individual Medley Men	Gunnar Larsson	SWE	Sweden	Gold	271.98
1972	Swimming	400m Individual Medley Men	Tim McKee	USA	United States of America	Silver	271.98
1972	Swimming	400m Individual Medley Men	Andr?s Hargitay	HUN	Hungary	Bronze	272.7
1972	Swimming	400m Individual Medley Women	Gail Neall	AUS	Australia	Gold	302.97
1972	Swimming	400m Individual Medley Women	Leslie Cliff	CAN	Canada	Silver	303.57
1972	Swimming	400m Individual Medley Women	Novella Calligaris	ITA	Italy	Bronze	303.99
1972	Swimming	4x100m Freestyle Relay Men	Jerry Heidenreich, David Edgar, John Murphy, Mark Spitz	USA	United States of America	Gold	206.42
1972	Swimming	4x100m Freestyle Relay Men	Viktor Mazanov, Vladimir Bure, Viktor Aboimov, Igor Grivennikov	URS	Soviet Union	Silver	209.72
1972	Swimming	4x100m Freestyle Relay Men	Wilfried Hartung, Peter Bruch, Roland Matthes, Lutz Unger	GDR	German Democratic Republic	Bronze	212.42
1972	Swimming	4x100m Freestyle Relay Women	Shirley Babashoff, Jane Barkman, Jennifer Kemp, Sandra Neilson	USA	United States of America	Gold	235.19
1972	Swimming	4x100m Freestyle Relay Women	Elke Sehmisch, Gabriele Wetzko, Kornelia Ender, Andrea Eife	GDR	German Democratic Republic	Silver	235.55
1972	Swimming	4x100m Freestyle Relay Women	Gudrun Beckmann, Jutta Weber, Heidemarie Reineck, Angela Steinbach	FRG	West Germany	Bronze	237.93
1972	Swimming	4x100m Medley Relay Men	Tom Bruce, Jerry Heidenreich, Mark Spitz, Michael Stamm	USA	United States of America	Gold	228.16
1972	Swimming	4x100m Medley Relay Men	Roland Matthes, Lutz Unger, Klaus Katzur, Hartmut Fl?ckner	GDR	German Democratic Republic	Silver	232.12
1972	Swimming	4x100m Medley Relay Men	Eric Fish, Robert Kasting, William Mahony, Bruce Robertson	CAN	Canada	Bronze	232.26
1972	Swimming	4x100m Medley Relay Women	Sandra Neilson, Melissa Belote, Deena Deardurff, Catherine Carr	USA	United States of America	Gold	260.75
1972	Swimming	4x100m Medley Relay Women	Roswitha Beier, Kornelia Ender, Christine Herbst, Renate Vogel	GDR	German Democratic Republic	Silver	264.91
1972	Swimming	4x100m Medley Relay Women	Heidemarie Reineck, Silke Pielen, Gudrun Beckmann, Vreni Eberle	FRG	West Germany	Bronze	266.46
1972	Swimming	4x200m Freestyle Relay Men	Frederick Tyler, Mark Spitz, John Kinsella, Steven Genter	USA	United States of America	Gold	455.78
1972	Swimming	4x200m Freestyle Relay Men	Hans Fa?nacht, Werner Lampe, Hans-G?nter Vosseler, Klaus Steinbach	FRG	West Germany	Silver	461.69
1972	Swimming	4x200m Freestyle Relay Men	Viktor Mazanov, Igor Grivennikov, Georgi Kulikov, Vladimir Bure	URS	Soviet Union	Bronze	465.76
1972	Swimming	800m Freestyle Women	Keena Rothhammer	USA	United States of America	Gold	533.68
1972	Swimming	800m Freestyle Women	Shane Gould	AUS	Australia	Silver	536.39
1972	Swimming	800m Freestyle Women	Novella Calligaris	ITA	Italy	Bronze	537.46
1968	Athletics	10000m Men	Naftali Temu	KEN	Kenya	Gold	1767.4
1968	Athletics	10000m Men	Mamo Wolde	ETH	Ethiopia	Silver	1768
1968	Athletics	10000m Men	Mohamed Gammoudi	TUN	Tunisia	Bronze	1774.8
1968	Athletics	100m Men	Jim Hines	USA	United States of America	Gold	9.95
1968	Athletics	100m Men	Lennox Miller	JAM	Jamaica	Silver	10
1968	Athletics	100m Men	Charlie Greene	USA	United States of America	Bronze	10
1968	Athletics	100m Women	Wyomia Tyus	USA	United States of America	Gold	11
1968	Athletics	100m Women	Barbara Ferrell	USA	United States of America	Silver	11.1
1968	Athletics	100m Women	Irena Szewinska	POL	Poland	Bronze	11.1
1968	Athletics	110m Hurdles Men	Willie Davenport	USA	United States of America	Gold	13.3
1968	Athletics	110m Hurdles Men	Ervin Hall	USA	United States of America	Silver	13.4
1968	Athletics	110m Hurdles Men	Eddy Ottoz	ITA	Italy	Bronze	13.4
1968	Athletics	1500m Men	Kipchoge Keino	KEN	Kenya	Gold	214.9
1968	Athletics	1500m Men	Jim Ryun	USA	United States of America	Silver	217.8
1968	Athletics	1500m Men	Bodo T?mmler	FRG	West Germany	Bronze	219
1968	Athletics	200m Men	Tommie Smith	USA	United States of America	Gold	19.8
1968	Athletics	200m Men	Peter Norman	AUS	Australia	Silver	20
1968	Athletics	200m Men	John Carlos	USA	United States of America	Bronze	20
1968	Athletics	200m Women	Irena Szewinska	POL	Poland	Gold	22.5
1968	Athletics	200m Women	Raelene Boyle	AUS	Australia	Silver	22.7
1968	Athletics	200m Women	Jennifer Lamy	AUS	Australia	Bronze	22.8
1968	Athletics	20km Walk Men	Vladimir Golubnichy	URS	Soviet Union	Gold	5638
1968	Athletics	20km Walk Men	Jos? Pedraza	MEX	Mexico	Silver	5640
1968	Athletics	20km Walk Men	Nikolay Smaga	URS	Soviet Union	Bronze	5643
1968	Athletics	3000m Steeplechase Men	Amos Biwott	KEN	Kenya	Gold	531
1968	Athletics	3000m Steeplechase Men	Benjamin Kogo	KEN	Kenya	Silver	531.6
1968	Athletics	3000m Steeplechase Men	George Young	USA	United States of America	Bronze	531.8
1968	Athletics	400m Hurdles Men	David Hemery	GBR	Great Britain	Gold	48.12
1968	Athletics	400m Hurdles Men	Gerhard Hennige	FRG	West Germany	Silver	49
1968	Athletics	400m Hurdles Men	John Sherwood	GBR	Great Britain	Bronze	49
1968	Athletics	400m Men	Lee Evans	USA	United States of America	Gold	43.8
1968	Athletics	400m Men	Larry James	USA	United States of America	Silver	43.9
1968	Athletics	400m Men	Ron Freeman	USA	United States of America	Bronze	44.4
1968	Athletics	400m Women	Colette Besson	FRA	France	Gold	52
1968	Athletics	400m Women	Lillian Board	GBR	Great Britain	Silver	52.1
1968	Athletics	400m Women	Natalya Pechenkina	URS	Soviet Union	Bronze	52.2
