Games	Sport	Event	Athlete(s)	CountryCode	CountryName	Medal	ResultInSeconds
2012	Swimming	4x200m Freestyle Relay Men	Yang SUN, Yun HAO, Haiqi JIANG, Yunqi LI	CHN	China	Bronze	426.30
2012	Swimming	4x200m Freestyle Relay Women	Dana VOLLMER, Allison SCHMITT, Missy FRANKLIN, Shannon VREELAND	USA	United States of America	Gold	462.92
2012	Swimming	4x200m Freestyle Relay Women	Bronte BARRATT, Alicia COUTTS, Kylie PALMER, Melanie SCHLANGER	AUS	Australia	Silver	464.41
2012	Swimming	4x200m Freestyle Relay Women	Ophelie-Cyrielle ETIENNE, Camille MUFFAT, Coralie BALMY, Charlotte BONNET	FRA	France	Bronze	467.49
2012	Swimming	50m Freestyle Men	Florent MANAUDOU	FRA	France	Gold	21.34
2012	Swimming	50m Freestyle Men	Cullen JONES	USA	United States of America	Silver	21.54
2012	Swimming	50m Freestyle Men	Cesar CIELO FILHO	BRA	Brazil	Bronze	21.59
2012	Swimming	50m Freestyle Women	Ranomi KROMOWIDJOJO	NED	Netherlands	Gold	24.05
2012	Swimming	50m Freestyle Women	Aleksandra GERASIMENYA	BLR	Belarus	Silver	24.28
2012	Swimming	50m Freestyle Women	Marleen VELDHUIS	NED	Netherlands	Bronze	24.39
2012	Swimming	800m Freestyle Women	Katie LEDECKY	USA	United States of America	Gold	494.63
2012	Swimming	800m Freestyle Women	Mireia BELMONTE GARCIA	ESP	Spain	Silver	498.76
2012	Swimming	800m Freestyle Women	Rebecca ADLINGTON	GBR	Great Britain	Bronze	500.32
2008	Athletics	10000m Men	Kenenisa Bekele	ETH	Ethiopia	Gold	1621.17
2008	Athletics	10000m Men	Sileshi Sihine	ETH	Ethiopia	Silver	1622.77
2008	Athletics	10000m Men	Micah Kogo	KEN	Kenya	Bronze	1624.11
2008	Athletics	10000m Women	Tirunesh Dibaba	ETH	Ethiopia	Gold	1794.66
2008	Athletics	10000m Women	Elvan Abeylegesse	TUR	Turkey	Silver	1796.34
2008	Athletics	10000m Women	Shalane Flanagan	USA	United States of America	Bronze	1822.22
2008	Athletics	100m Hurdles Women	Dawn Harper	USA	United States of America	Gold	12.54
2008	Athletics	100m Hurdles Women	Sally McLellan	AUS	Australia	Silver	12.64
2008	Athletics	100m Hurdles Women	Priscilla LopesSchliep	CAN	Canada	Bronze	12.64
2008	Athletics	100m Men	Usain Bolt	JAM	Jamaica	Gold	9.69
2008	Athletics	100m Men	Richard Thompson	TRI	Trinidad and Tobago	Silver	9.89
2008	Athletics	100m Men	Walter Dix	USA	United States of America	Bronze	9.91
2008	Athletics	100m Women	Shelly-Ann Fraser	JAM	Jamaica	Gold	10.78
2008	Athletics	100m Women	Sherone Simpson	JAM	Jamaica	Silver	10.98
2008	Athletics	100m Women	Kerron Stewart	JAM	Jamaica	Silver	10.98
2008	Athletics	110m Hurdles Men	Dayron Robles	CUB	Cuba	Gold	12.93
2008	Athletics	110m Hurdles Men	David Payne	USA	United States of America	Silver	13.17
2008	Athletics	110m Hurdles Men	David Oliver	USA	United States of America	Bronze	13.18
2008	Athletics	1500m Men	Rashid Ramzi	BRN	Bahrain	Gold	212.94
2008	Athletics	1500m Men	Asbel Kiprop	KEN	Kenya	Silver	213.11
2008	Athletics	1500m Men	Nicholas Willis	NZL	New Zealand	Bronze	214.16
2008	Athletics	1500m Women	Nancy Lagat	KEN	Kenya	Gold	240.23
2008	Athletics	1500m Women	Irnya Lishchynska	UKR	Ukraine	Silver	241.63
2008	Athletics	1500m Women	Nataliya Tobias	UKR	Ukraine	Bronze	241.78
2008	Athletics	200m Men	Usain Bolt	JAM	Jamaica	Gold	19.3
2008	Athletics	200m Men	Shawn Crawford	USA	United States of America	Silver	19.96
2008	Athletics	200m Men	Walter Dix	USA	United States of America	Bronze	19.98
2008	Athletics	200m Women	Veronica Campbell	JAM	Jamaica	Gold	21.74
2008	Athletics	200m Women	Allyson Felix	USA	United States of America	Silver	21.93
2008	Athletics	200m Women	Kerron Stewart	JAM	Jamaica	Bronze	22
2008	Athletics	20km Walk Men	Valeriy Borchin	RUS	Russia	Gold	4741
2008	Athletics	20km Walk Men	Jefferson Perez	ECU	Ecuador	Silver	4755
2008	Athletics	20km Walk Men	Jared Tallent	AUS	Australia	Bronze	4782
2008	Athletics	20km Walk Women	Olga Kaniskina	RUS	Russia	Gold	5191
2008	Athletics	20km Walk Women	Kjersti Platzer	NOR	Norway	Silver	5227
2008	Athletics	20km Walk Women	Elisa Rigaudo	ITA	Italy	Bronze	5232
2008	Athletics	3000m Steeplechase Men	Brimin Kipruto	KEN	Kenya	Gold	490.34
2008	Athletics	3000m Steeplechase Men	Mahiedine MekhissiBenabbad	FRA	France	Silver	490.49
2008	Athletics	3000m Steeplechase Men	Richard Kipkemboi	KEN	Kenya	Bronze	491.01
2008	Athletics	400m Hurdles Men	Angelo Taylor	USA	United States of America	Gold	47.25
2008	Athletics	400m Hurdles Men	Kerron Clement	USA	United States of America	Silver	47.98
2008	Athletics	400m Hurdles Men	Bershawn Jackson	USA	United States of America	Bronze	48.06
2008	Athletics	400m Hurdles Women	Melaine Walker	JAM	Jamaica	Gold	52.64
2008	Athletics	400m Hurdles Women	Sheena Tosta	USA	United States of America	Silver	53.7
2008	Athletics	400m Hurdles Women	Tasha Danvers	GBR	Great Britain	Bronze	53.84
2008	Athletics	400m Men	LaShawn Merritt	USA	United States of America	Gold	43.75
2008	Athletics	400m Men	Jeremy Wariner	USA	United States of America	Silver	44.74
2008	Athletics	400m Men	David Neville	USA	United States of America	Bronze	44.8
2008	Athletics	400m Women	Christine Ohuruogu	GBR	Great Britain	Gold	49.62
2008	Athletics	400m Women	Shericka Williams	JAM	Jamaica	Silver	49.69
2008	Athletics	400m Women	Sanya Richards	USA	United States of America	Bronze	49.93
2008	Athletics	4x100m Relay Men	Asafa Powell, Michael Frater, Nesta Carter, Usain Bolt, Dwight Thomas	JAM	Jamaica	Gold	37.1
2008	Athletics	4x100m Relay Men	Richard Thompson, Aaron Armstrong, Marc Burns, Emmanuel Callender, Keston Bledman	TRI	Trinidad and Tobago	Silver	38.06
2008	Athletics	4x100m Relay Men	Nobuharu Asahara, Shingo Suetsugu, Shinji Takahira, Naoki Tsukahara	JAP	Japan	Bronze	38.15
2008	Athletics	4x100m Relay Women	Aleksandra Fedoriva, Yulia Gushchina, Yuliya Chermoshanskaya, Evgeniya Polyakova	RUS	Russia	Gold	42.31
2008	Athletics	4x100m Relay Women	Elodie Ouedraogo, Hanna Marien, Olivia Borlee, Kim Gevaert	BEL	Belgium	Silver	42.54
2008	Athletics	4x100m Relay Women	Halimat Ismaila, Franca Idoko, Gloria Kemasuode, Oludamola Osayomi, Agnes Osazuwa	NGR	Nigeria	Bronze	43.04
2008	Athletics	4x400m Relay Men	Jeremy Wariner, Angella Taylor, Reggie Witherspoon, Kerron Clement, Dave Neville, LaShawn Merritt	USA	United States of America	Gold	175.39
2008	Athletics	4x400m Relay Men	Michael Mathieu, Ramon Miller, Avard Moncur, Christopher Brown, Andretti Bain, Andrae Williams	BAH	Bahamas	Silver	178.03
2008	Athletics	4x400m Relay Men	Denis Alexeev, Vladislav Frolov, Maksim Dyldin, Anton Kokorin	RUS	Russia	Bronze	178.06
2008	Athletics	4x400m Relay Women	Sanya Richards, Monique Henderson, Natasha Hastings, Allyson Felix, Mary Wineberg	USA	United States of America	Gold	198.54
2008	Athletics	4x400m Relay Women	Tatyana Veshkurova, Tatiana Firova, Yulia Gushchina, Anastasia Kapachinskaya, Lyudmila Litvinova, Elena Migunova	RUS	Russia	Silver	198.82
2008	Athletics	4x400m Relay Women	Shereefa Lloyd, Shericka Williams, Novlene Williams, Rosemarie Whyte, Bobby-Gaye Wilkins	JAM	Jamaica	Bronze	200.4
2008	Athletics	5000m Men	Kenenisa Bekele	ETH	Ethiopia	Gold	777.82
2008	Athletics	5000m Men	Eliud Kipchoge	KEN	Kenya	Silver	782.8
2008	Athletics	5000m Men	Edwin Soi	KEN	Kenya	Bronze	786.22
2008	Athletics	5000m Women	Tirunesh Dibaba	ETH	Ethiopia	Gold	941.4
2008	Athletics	5000m Women	Elvan Abeylegesse	TUR	Turkey	Silver	942.74
2008	Athletics	5000m Women	Meseret Defar	ETH	Ethiopia	Bronze	944.12
2008	Athletics	50km Walk Men	Alex Schwazer	ITA	Italy	Gold	13029
2008	Athletics	50km Walk Men	Jared Tallent	AUS	Australia	Silver	13167
2008	Athletics	50km Walk Men	Denis Nizhegorodov	RUS	Russia	Bronze	13214
2008	Athletics	800m Men	Wilfred Bungei	KEN	Kenya	Gold	104.65
2008	Athletics	800m Men	Ismail AhmedIsmail	SUD	Sudan	Silver	104.7
2008	Athletics	800m Men	Alfred Yego	KEN	Kenya	Bronze	104.82
2008	Athletics	800m Women	Pamela Jelimo	KEN	Kenya	Gold	114.87
2008	Athletics	800m Women	Janeth Busienei	KEN	Kenya	Silver	116.07
2008	Athletics	800m Women	Hasna Benhassi	MAR	Morocco	Bronze	116.73
2008	Athletics	Marathon Men	Samuel Wansiru	KEN	Kenya	Gold	7592
2008	Athletics	Marathon Men	Jaouad Gharib	MAR	Morocco	Silver	7636
2008	Athletics	Marathon Men	Tsegay Kebede	ETH	Ethiopia	Bronze	7800
2008	Athletics	Marathon Women	Constantina Tomescu	ROM	Romania	Gold	8804
2008	Athletics	Marathon Women	Catherine Ndereba	KEN	Kenya	Silver	8816
2008	Athletics	Marathon Women	Zhou Chunxiu	CHN	China	Bronze	8827
2008	Canoeing	C1 1000m Canadian Singles Men	Attila Vajda	HUN	Hungary	Gold	230.467
2008	Canoeing	C1 1000m Canadian Singles Men	David Cal	ESP	Spain	Silver	232.751
2008	Canoeing	C1 1000m Canadian Singles Men	Thomas Hall	CAN	Canada	Bronze	233.653
2008	Canoeing	C1 500m Canadian Singles Men	Maxim Opalev	RUS	Russia	Gold	107.14
2008	Canoeing	C1 500m Canadian Singles Men	David Cal	ESP	Spain	Silver	108.397
2008	Canoeing	C1 500m Canadian Singles Men	Yuriy Cheban	UKR	Ukraine	Bronze	108.766
2008	Canoeing	C2 1000m Canadian Pairs Men	Aliaksandr Bahdanovich, Andrei Bahdanovich	BLR	Belarus	Gold	216.365
2008	Canoeing	C2 1000m Canadian Pairs Men	Christian Gille, Tomasz Wylenzek	GER	Germany	Silver	216.588
2008	Canoeing	C2 1000m Canadian Pairs Men	Tamas Kiss, Gyorgy Kozmann	HUN	Hungary	Bronze	220.258
2008	Canoeing	C2 500m Canadian Pairs Men	Meng Guanliang, Yang Wenjun	CHN	China	Gold	101.025
2008	Canoeing	C2 500m Canadian Pairs Men	Sergey Ulegin, Alexander Kostoglod	RUS	Russia	Silver	101.282
2008	Canoeing	C2 500m Canadian Pairs Men	Christian Gille, Tomasz Wylenzek	GER	Germany	Bronze	101.964
2008	Canoeing	K1 1000m Kayak Singles Men	Tim Brabants	GBR	Great Britain	Gold	206.323
2008	Canoeing	K1 1000m Kayak Singles Men	Eirik Larsen	NOR	Norway	Silver	207.342
2008	Canoeing	K1 1000m Kayak Singles Men	Ken Wallace	AUS	Australia	Bronze	207.485
2008	Canoeing	K1 500m Kayak Singles Men	Ken Wallace	AUS	Australia	Gold	97.252
2008	Canoeing	K1 500m Kayak Singles Men	Adam van Koeverden	CAN	Canada	Silver	97.342
2008	Canoeing	K1 500m Kayak Singles Men	Tim Brabants	GBR	Great Britain	Bronze	97.671
2008	Canoeing	K1 500m Kayak Singles Women	Inna Osypenko	UKR	Ukraine	Gold	110.673
2008	Canoeing	K1 500m Kayak Singles Women	Josefa Idem	ITA	Italy	Silver	110.677
2008	Canoeing	K1 500m Kayak Singles Women	Katrin Wagner	GER	Germany	Bronze	111.022
2008	Canoeing	K2 1000m Kayak Pairs Men	Martin Hollstein, Andreas Ihle	GER	Germany	Gold	191.809
2008	Canoeing	K2 1000m Kayak Pairs Men	Kim Knudsen, Rene Poulsen	DEN	Denmark	Silver	193.58
2008	Canoeing	K2 1000m Kayak Pairs Men	Antonio Scaduto, Andrea Facchin	ITA	Italy	Bronze	194.75
2008	Canoeing	K2 500m Kayak Pairs Men	Carlos Perez, Saul Craviotto	ESP	Spain	Gold	88.736
2008	Canoeing	K2 500m Kayak Pairs Men	Ronald Rauhe, Tim Wiesk?tter	GER	Germany	Silver	88.827
2008	Canoeing	K2 500m Kayak Pairs Men	Raman Piatrushenka, Vadzim Makhneu	BLR	Belarus	Bronze	90.005
2008	Canoeing	K2 500m Kayak Pairs Women	Natasa Janics, Katalin Kovacs	HUN	Hungary	Gold	101.308
2008	Canoeing	K2 500m Kayak Pairs Women	Aneta Konieczna, Beata Mikolajczyk	POL	Poland	Silver	102.092
2008	Canoeing	K2 500m Kayak Pairs Women	Marie Delattre, Anne-Laure Viard	FRA	France	Bronze	102.128
2008	Canoeing	K4 1000m Kayak Fours Men	Aliaksei Abalmasau, Raman Piatrushenka, Vadzim Makhneu, Artur Litvinchuk	BLR	Belarus	Gold	175.714
2008	Canoeing	K4 1000m Kayak Fours Men	Juraj Tarr, Michal Riszdorfer, Richard Riszdorfer, Erik Vlcek	SLO	Slovenia	Silver	176.593
2008	Canoeing	K4 1000m Kayak Fours Men	Lutz Altepost, Norman Brockl, Bjorn Hogel Goldschmidt, Torsten Eckbrett	GER	Germany	Bronze	176.676
2008	Canoeing	K4 500m Kayak Fours Women	Conny Wassmuth, Katrin Wagner, Fanny Fischer, Nicole Reinhardt	GER	Germany	Gold	92.231
2008	Canoeing	K4 500m Kayak Fours Women	Gabriella Szab?, Katalin Kov?cs, Danuta Koz?k, Natasa Janics	HUN	Hungary	Silver	92.971
2008	Canoeing	K4 500m Kayak Fours Women	Lyndsie Fogarty, Hannah Davis, Chantal Meek, Lisa Oldenhof	AUS	Australia	Bronze	94.704
2008	Rowing	Coxless Fours Men	Andrew Triggs-Hodge, Steve Williams, Peter Reed, Tom James	GBR	Great Britain	Gold	366.57
2008	Rowing	Coxless Fours Men	Francis Hegerty, Matthew Ryan, James Marburg, Cameron McKenzie-McHarg	AUS	Australia	Silver	367.85
2008	Rowing	Coxless Fours Men	Dorian Mortelette, Benjamin Rondeau, Germain Chardin, Julien Despr?s	FRA	France	Bronze	369.31
2008	Rowing	Coxless Pairs Men	Drew Ginn, Duncan Free	AUS	Australia	Gold	397.44
2008	Rowing	Coxless Pairs Men	Scott Frandsen, David Calder	CAN	Canada	Silver	399.55
2008	Rowing	Coxless Pairs Men	George Bridgewater, Nathan Twaddle	NZL	New Zealand	Bronze	404.19
2008	Rowing	Coxless Pairs Women	Viorica Susanu, Georgeta Andrunache	ROM	Romania	Gold	440.6
2008	Rowing	Coxless Pairs Women	Wu You, Gao Yulan	CHN	China	Silver	442.28
2008	Rowing	Coxless Pairs Women	Yuliya Bichyk, Natallia Helakh	BLR	Belarus	Bronze	442.91
2008	Rowing	Double Sculls Men	David Crawshay, Scott Brennan	AUS	Australia	Gold	387.77
2008	Rowing	Double Sculls Men	Tonu Endrekson, Juri Jaanson	EST	Estonia	Silver	389.05
2008	Rowing	Double Sculls Men	Matthew Wells, Stephen Rowbotham	GBR	Great Britain	Bronze	389.1
2008	Rowing	Double Sculls Women	Carolina Evers-Swindell, Georgina Evers-Swindell	NZL	New Zealand	Gold	427.32
2008	Rowing	Double Sculls Women	Christiane Huth, Annekatrin Thiele	GER	Germany	Silver	427.33
2008	Rowing	Double Sculls Women	Elise Laverick, Anna Bebington	GBR	Great Britain	Bronze	427.55
2008	Rowing	Eights Men	Andrew Byrnes, Kyle Hamilton, Malcolm Howard, Adam Kreek, Ben Rutledge, Brian Price, Kevin Light, Jake Wetzel, Dominic Sieterle	CAN	Canada	Gold	323.89
2008	Rowing	Eights Men	Colin Smith, Tom Stallard, Josh West, Matthew Langridge, Tom Lucy, Alex Partridge, Alastair Heathcote, Richard Egington	GBR	Great Britain	Silver	325.11
2008	Rowing	Eights Men	Steven Coppola, Micah Boyd, Wyatt Allen, Josh Inman, Beau Hoopman, Bryan Volpenhein, Daniel Walsh, Matt Schnobrich	USA	United States of America	Bronze	325.34
2008	Rowing	Eights Women	Susan Francia, Anna Goodale, Erin Cafaro, Anna Cummins, Caryn Davies, Lindsay Shoop, Carl Lind, Elle Logan	USA	United States of America	Gold	365.34
2008	Rowing	Eights Women	Roline Repelaer van Driel, Sarah Siegelaar, Marlies Smulders, Helen Tanger, Annemarieke van Rumpt, Annemiek de Haan, Femke Dekker, Nienke Kingma	NED	Netherlands	Silver	367.22
2008	Rowing	Eights Women	Doina Ignat, Constanta Burcica-Pipota, Georgeta Andrunache, Eniko Barab?s, Viorica Susanu, Rodica Serban, Simona Musat, Ioana Papuc	ROM	Romania	Bronze	367.25
2008	Rowing	Lightweight Coxless Fours Men	Mads Kruse Andersen, Morten J?rgensen, Eskild Ebbesen, Thomas Ebert	DEN	Denmark	Gold	347.76
2008	Rowing	Lightweight Coxless Fours Men	Milosz Bernatajtys, Bartlomiej Pawelczak, Lukasz Pawlowski, Pawel Randa	POL	Poland	Silver	349.39
2008	Rowing	Lightweight Coxless Fours Men	Mike Lewis, Liam Parsons, Jon Beare, Iain Brambell	CAN	Canada	Bronze	350.09
2008	Rowing	Lightweight Double Sculls Men	Zac Purchase, Mark Hunter	GBR	Great Britain	Gold	370.99
2008	Rowing	Lightweight Double Sculls Men	Vasileios Polymeros, Dimitros Mougios	GRE	Greece	Silver	371.72
2008	Rowing	Lightweight Double Sculls Men	Mads Rasumussen, Rasmus Hansen	DEN	Denmark	Bronze	372.45
2008	Rowing	Lightweight Double Sculls Women	Kirsten van der Kolk, Marit van Eupen	NED	Netherlands	Gold	414.74
2008	Rowing	Lightweight Double Sculls Women	Sanna Sten, Minna Nieminen	FIN	Finland	Silver	416.03
2008	Rowing	Lightweight Double Sculls Women	Tracy Cameron, Melanie Kok	CAN	Canada	Bronze	416.68
2008	Rowing	Quadruple Sculls Men	Konrad Wasielewski, Michal Jelinski, Marek Kolbowicz, Adam Korol	POL	Poland	Gold	341.33
2008	Rowing	Quadruple Sculls Men	Rossano Galtarossa, Luca Agamennoni, Simone Venier, Simone Raineri	ITA	Italy	Silver	343.57
2008	Rowing	Quadruple Sculls Men	Pierre-Jean Peltier, Julien Bahain, C?dric Berrest, Jonathan Coeffic	FRA	France	Bronze	344.34
2008	Rowing	Quadruple Sculls Women	Xi Aihua, Tang Bin, Jin Ziwei, Zhang Yangyang	CHN	China	Gold	376.06
2008	Rowing	Quadruple Sculls Women	Annie Vernon, Debbie Flood, Katherine Grainger, Frances Houghton	GBR	Great Britain	Silver	377.37
2008	Rowing	Quadruple Sculls Women	Kathrin Boron, Manuela Lutze, Britta Oppelt, Stephanie Schiller	GER	Germany	Bronze	379.56
2008	Rowing	Single Sculls Men	Olaf Tufte	NOR	Norway	Gold	419.83
2008	Rowing	Single Sculls Men	Ondrej Synek	CZR	Czech Republic	Silver	420.63
2008	Rowing	Single Sculls Men	Mahe Drysdale	NZL	New Zealand	Bronze	421.56
2008	Rowing	Single Sculls Women	Rumyana Neykova	BUL	Bulgaria	Gold	442.34
2008	Rowing	Single Sculls Women	Michelle Guerette	USA	United States of America	Silver	442.78
2008	Rowing	Single Sculls Women	Ekaterina Karsten	BLR	Belarus	Bronze	443.98
2008	Swimming	100m Backstroke Men	Aaron Peirsol	USA	United States of America	Gold	52.54
2008	Swimming	100m Backstroke Men	Matt Grevers	USA	United States of America	Silver	53.11
2008	Swimming	100m Backstroke Men	Hayden Stoeckel	AUS	Australia	Bronze	53.18
2008	Swimming	100m Backstroke Men	Arkady Vyatchanin	RUS	Russia	Bronze	53.18
2008	Swimming	100m Backstroke Women	Natalie Coughlin	USA	United States of America	Gold	58.96
2008	Swimming	100m Backstroke Women	Kirsty Conventry	ZIM	Zimbabwe	Silver	59.19
2008	Swimming	100m Backstroke Women	Margaret Hoelzer	USA	United States of America	Bronze	59.34
2008	Swimming	100m Breaststroke Men	Kosuke Kitajima	JPN	Japan	Gold	58.91
2008	Swimming	100m Breaststroke Men	Alexander DaleOen	NOR	Norway	Silver	59.2
2008	Swimming	100m Breaststroke Men	Hugues Duboscq	FRA	France	Bronze	59.37
2008	Swimming	100m Breaststroke Women	Leisel Jones	AUS	Australia	Gold	65.17
2008	Swimming	100m Breaststroke Women	Rebecca Soni	USA	United States of America	Silver	66.73
2008	Swimming	100m Breaststroke Women	Mirna Jukic	AUT	Austria	Bronze	67.34
2008	Swimming	100m Butterfly Men	Michael Phelps	USA	United States of America	Gold	50.58
2008	Swimming	100m Butterfly Men	Milorad Cavic	SRB	Serbia	Silver	50.59
2008	Swimming	100m Butterfly Men	Andrew Lauterstein	AUS	Australia	Bronze	51.12
2008	Swimming	100m Butterfly Women	Libby Trickett	AUS	Australia	Gold	56.73
2008	Swimming	100m Butterfly Women	Christine Magnuson	USA	United States of America	Silver	57.1
2008	Swimming	100m Butterfly Women	Jessicah Schipper	AUS	Australia	Bronze	57.25
2008	Swimming	100m Freestyle Men	Alain Bernard	FRA	France	Gold	47.21
2008	Swimming	100m Freestyle Men	Eamon Sullivan	AUS	Australia	Silver	47.32
2008	Swimming	100m Freestyle Men	Cesar CieloFilho	BRA	Brazil	Bronze	47.67
2008	Swimming	100m Freestyle Men	Jason Lezak	USA	United States of America	Bronze	47.67
2008	Swimming	100m Freestyle Women	Britta Steffen	GER	Germany	Gold	53.12
2008	Swimming	100m Freestyle Women	Libby Trickett	AUS	Australia	Silver	53.16
2008	Swimming	100m Freestyle Women	Natalie Coughlin	USA	United States of America	Bronze	53.39
2008	Swimming	1500m Freestyle Men	Oussama Mellouli	TUN	Tunisia	Gold	880.84
2008	Swimming	1500m Freestyle Men	Grant Hackett	AUS	Australia	Silver	881.53
2008	Swimming	1500m Freestyle Men	Ryan Cochrane	CAN	Canada	Bronze	882.69
2008	Swimming	200m Backstroke Men	Ryan Lochte	USA	United States of America	Gold	113.94
2008	Swimming	200m Backstroke Men	Aaron Peirsol	USA	United States of America	Silver	114.33
2008	Swimming	200m Backstroke Men	Arkady Vyatchanin	RUS	Russia	Bronze	114.93
2008	Swimming	200m Backstroke Women	Kirsty Coventry	ZIM	Zimbabwe	Gold	125.24
2008	Swimming	200m Backstroke Women	Margaret Hoelzer	USA	United States of America	Silver	126.23
2008	Swimming	200m Backstroke Women	Reiko Nakamura	JPN	Japan	Bronze	127.13
2008	Swimming	200m Breaststroke Men	Kosuke Kitajima	JPN	Japan	Gold	127.64
2008	Swimming	200m Breaststroke Men	Brenton Rickard	AUS	Australia	Silver	128.88
2008	Swimming	200m Breaststroke Men	Hugues Duboscq	FRA	France	Bronze	128.94
2008	Swimming	200m Breaststroke Women	Rebecca Soni	USA	United States of America	Gold	140.22
2008	Swimming	200m Breaststroke Women	Leisel Jones	AUS	Australia	Silver	142.05
2008	Swimming	200m Breaststroke Women	Sara Nordenstam	NOR	Norway	Bronze	152.02
2008	Swimming	200m Butterfly Men	Michael Phelps	USA	United States of America	Gold	112.03
2008	Swimming	200m Butterfly Men	Laszlo Cseh	HUN	Hungary	Silver	112.7
2008	Swimming	200m Butterfly Men	Takeshi Matsuda	JPN	Japan	Bronze	112.97
2008	Swimming	200m Butterfly Women	Liu Zige	CHN	China	Gold	124.18
2008	Swimming	200m Butterfly Women	Jiao Liuyang	CHN	China	Silver	124.72
2008	Swimming	200m Butterfly Women	Jessicah Schipper	AUS	Australia	Bronze	126.26
2008	Swimming	200m Freestyle Men	Michael Phelps	USA	United States of America	Gold	102.96
2008	Swimming	200m Freestyle Men	Park Taehwan	KOR	South Korea	Silver	104.85
2008	Swimming	200m Freestyle Men	Peter Vanderkaay	USA	United States of America	Bronze	105.14
2008	Swimming	200m Freestyle Women	Federica Pellegrini	ITA	Italy	Gold	114.82
2008	Swimming	200m Freestyle Women	Sara Isakovic	SLO	Slovenia	Silver	114.97
2008	Swimming	200m Freestyle Women	Pang Jiaying	CHN	China	Bronze	115.05
2008	Swimming	200m Individual Medley Men	Michael Phelps	USA	United States of America	Gold	114.23
2008	Swimming	200m Individual Medley Men	Laszlo Cseh	HUN	Hungary	Silver	116.52
2008	Swimming	200m Individual Medley Men	Ryan Lochte	USA	United States of America	Bronze	116.53
2008	Swimming	200m Individual Medley Women	Stephanie Rice	AUS	Australia	Gold	128.45
2008	Swimming	200m Individual Medley Women	Kirsty Conventry	ZIM	Zimbabwe	Silver	128.59
2008	Swimming	200m Individual Medley Women	Natalie Coughlin	USA	United States of America	Bronze	130.34
2008	Swimming	400m Freestyle Men	Park Taehwan	KOR	South Korea	Gold	221.86
2008	Swimming	400m Freestyle Men	Zhang Lin	CHN	China	Silver	222.44
2008	Swimming	400m Freestyle Men	Larsen Jensen	USA	United States of America	Bronze	222.78
2008	Swimming	400m Freestyle Women	Rebecca Adlington	GBR	Great Britain	Gold	243.22
2008	Swimming	400m Freestyle Women	Katie Hoff	USA	United States of America	Silver	243.29
2008	Swimming	400m Freestyle Women	Joanne Jackson	GBR	Great Britain	Bronze	243.52
2008	Swimming	400m Individual Medley Men	Michael Phelps	USA	United States of America	Gold	243.84
2008	Swimming	400m Individual Medley Men	Laszlo Cseh	HUN	Hungary	Silver	246.16
2008	Swimming	400m Individual Medley Men	Ryan Lochte	USA	United States of America	Bronze	248.09
2008	Swimming	400m Individual Medley Women	Stephanie Rice	AUS	Australia	Gold	269.45
2008	Swimming	400m Individual Medley Women	Kirsty Conventry	ZIM	Zimbabwe	Silver	269.89
2008	Swimming	400m Individual Medley Women	Katie Hoff	USA	United States of America	Bronze	271.71
