 	  transaction 	 id 	 panelist 	 store 	 week 	 day 	 brand_choice 	 last 	 units 	 spend 	 inv 	 brand 	 choice 	 price 	 feature 	 display 	 educ 	 size 	 mret 	 fret 	 mwork 	 fwork 	 income 	 n1 	 n2 	 n3 	 n4 	 n5
104 52 	  28 14106104  1422 679 5 3 3  1  11.82   0.545 	3 	1 	1.67 	0.00 	0.00 	2 	1 	0 	0 	0 	0 	5000 	0 	0 	0 	0 	0 	
105 53 	  29 14106864  1422 643 2 3 3  1  15.54  -1.488 	2 	0 	1.99 	0.00 	0.00 	6 	1 	0 	0 	0 	1 	13500 	0 	0 	2 	0 	0 	
106 53 	  29 14106864  1422 643 2 3 3  1  15.54  -1.488 	3 	1 	1.08 	0.00 	0.00 	6 	1 	0 	0 	0 	1 	13500 	0 	0 	2 	0 	0 	
107 54 	  29 14106864  1422 650 2 3 3  1  19.47  -1.026 	2 	0 	1.49 	1.00 	0.00 	6 	1 	0 	0 	0 	1 	13500 	0 	0 	2 	0 	0 	
108 54 	  29 14106864  1422 650 2 3 3  1  19.47  -1.026 	3 	1 	1.13 	0.00 	0.00 	6 	1 	0 	0 	0 	1 	13500 	0 	0 	2 	0 	0 	
109 55 	  29 14106864  1422 655 1 3 3  1  12.35  -0.400 	2 	0 	1.99 	0.00 	0.00 	6 	1 	0 	0 	0 	1 	13500 	0 	0 	2 	0 	0 	
110 55 	  29 14106864  1422 655 1 3 3  1  12.35  -0.400 	3 	1 	1.05 	0.00 	0.00 	6 	1 	0 	0 	0 	1 	13500 	0 	0 	2 	0 	0 	
111 56 	  29 14106864  1422 659 1 2 3  1  16.53   0.292 	2 	1 	1.70 	0.00 	0.00 	6 	1 	0 	0 	0 	1 	13500 	0 	0 	2 	0 	0 	
112 56 	  29 14106864  1422 659 1 2 3  1  16.53   0.292 	3 	0 	0.99 	1.00 	0.97 	6 	1 	0 	0 	0 	1 	13500 	0 	0 	2 	0 	0 	
113 57 	  29 14106864  1422 665 5 3 2  1  13.43   0.787 	2 	0 	1.99 	0.00 	0.00 	6 	1 	0 	0 	0 	1 	13500 	0 	0 	2 	0 	0 	
114 57 	  29 14106864  1422 665 5 3 2  1  13.43   0.787 	3 	1 	1.17 	0.00 	1.00 	6 	1 	0 	0 	0 	1 	13500 	0 	0 	2 	0 	0 	
115 58 	  29 14106864  1422 676 5 2 3  1  12.71   0.941 	2 	1 	1.49 	1.00 	1.00 	6 	1 	0 	0 	0 	1 	13500 	0 	0 	2 	0 	0 	
116 58 	  29 14106864  1422 676 5 2 3  1  12.71   0.941 	3 	0 	1.49 	0.00 	0.00 	6 	1 	0 	0 	0 	1 	13500 	0 	0 	2 	0 	0 	
117 59 	  29 14106864  1422 678 5 3 2  1  23.05   1.699 	2 	0 	1.69 	0.00 	0.00 	6 	1 	0 	0 	0 	1 	13500 	0 	0 	2 	0 	0 	
118 59 	  29 14106864  1422 678 5 3 2  1  23.05   1.699 	3 	1 	1.50 	0.00 	0.00 	6 	1 	0 	0 	0 	1 	13500 	0 	0 	2 	0 	0 	
119 60 	  29 14106864  1422 681 2 3 3  1  11.01   1.611 	2 	0 	1.99 	0.00 	0.00 	6 	1 	0 	0 	0 	1 	13500 	0 	0 	2 	0 	0 	
120 60 	  29 14106864  1422 681 2 3 3  1  11.01   1.611 	3 	1 	1.57 	0.00 	0.00 	6 	1 	0 	0 	0 	1 	13500 	0 	0 	2 	0 	0 	
121 61 	  29 14106864  1422 688 5 3 3  1  27.76   1.226 	2 	0 	1.99 	0.00 	0.00 	6 	1 	0 	0 	0 	1 	13500 	0 	0 	2 	0 	0 	
122 61 	  29 14106864  1422 688 5 3 3  1  27.76   1.226 	3 	1 	0.99 	1.00 	0.00 	6 	1 	0 	0 	0 	1 	13500 	0 	0 	2 	0 	0 	
123 62 	  30 14107441  1422 641 5 3 3  2  31.09  -1.308 	2 	0 	1.69 	1.00 	0.69 	5 	2 	1 	1 	0 	0 	60000 	0 	0 	10 	0 	0 	
124 62 	  30 14107441  1422 641 5 3 3  2  31.09  -1.308 	3 	1 	1.67 	0.00 	0.00 	5 	2 	1 	1 	0 	0 	60000 	0 	0 	10 	0 	0 	
125 63 	  30 14107441  1422 643 1 3 3  4  43.35   0.143 	2 	0 	1.99 	0.00 	0.00 	5 	2 	1 	1 	0 	0 	60000 	0 	0 	10 	0 	0 	
126 63 	  30 14107441  1422 643 1 3 3  4  43.35   0.143 	3 	1 	1.08 	0.00 	0.00 	5 	2 	1 	1 	0 	0 	60000 	0 	0 	10 	0 	0 	
127 64 	  30 14107441  1422 647 6 3 3  1  47.34   1.934 	2 	0 	1.99 	0.00 	0.00 	5 	2 	1 	1 	0 	0 	60000 	0 	0 	10 	0 	0 	
128 64 	  30 14107441  1422 647 6 3 3  1  47.34   1.934 	3 	1 	1.49 	0.00 	0.97 	5 	2 	1 	1 	0 	0 	60000 	0 	0 	10 	0 	0 	
129 65 	  30 14107441  1422 650 1 3 3  2  19.17   2.055 	2 	0 	1.49 	1.00 	0.00 	5 	2 	1 	1 	0 	0 	60000 	0 	0 	10 	0 	0 	
130 65 	  30 14107441  1422 650 1 3 3  2  19.17   2.055 	3 	1 	1.13 	0.00 	0.00 	5 	2 	1 	1 	0 	0 	60000 	0 	0 	10 	0 	0 	
131 66 	  30 14107441  1422 658 3 3 3  2  28.59  -0.099 	2 	0 	1.59 	1.00 	1.00 	5 	2 	1 	1 	0 	0 	60000 	0 	0 	10 	0 	0 	
132 66 	  30 14107441  1422 658 3 3 3  2  28.59  -0.099 	3 	1 	1.67 	0.00 	0.00 	5 	2 	1 	1 	0 	0 	60000 	0 	0 	10 	0 	0 	
133 67 	  30 14107441  1422 659 4 3 3  1  31.83   1.462 	2 	0 	1.70 	0.00 	0.00 	5 	2 	1 	1 	0 	0 	60000 	0 	0 	10 	0 	0 	
134 67 	  30 14107441  1422 659 4 3 3  1  31.83   1.462 	3 	1 	0.99 	1.00 	0.97 	5 	2 	1 	1 	0 	0 	60000 	0 	0 	10 	0 	0 	
135 68 	  30 14107441  1422 665 4 3 3  1   8.28   0.154 	2 	0 	1.99 	0.00 	0.00 	5 	2 	1 	1 	0 	0 	60000 	0 	0 	10 	0 	0 	
136 68 	  30 14107441  1422 665 4 3 3  1   8.28   0.154 	3 	1 	1.17 	0.00 	1.00 	5 	2 	1 	1 	0 	0 	60000 	0 	0 	10 	0 	0 	
137 69 	  30 14107441  1422 669 4 3 3  2  24.40  -0.384 	2 	0 	1.99 	0.00 	0.00 	5 	2 	1 	1 	0 	0 	60000 	0 	0 	10 	0 	0 	
138 69 	  30 14107441  1422 669 4 3 3  2  24.40  -0.384 	3 	1 	0.80 	0.97 	0.97 	5 	2 	1 	1 	0 	0 	60000 	0 	0 	10 	0 	0 	
139 70 	  30 14107441  1422 671 5 3 3  1  12.01   0.791 	2 	0 	1.96 	0.00 	0.00 	5 	2 	1 	1 	0 	0 	60000 	0 	0 	10 	0 	0 	
140 70 	  30 14107441  1422 671 5 3 3  1  12.01   0.791 	3 	1 	1.69 	0.00 	0.98 	5 	2 	1 	1 	0 	0 	60000 	0 	0 	10 	0 	0 	
141 71 	  30 14107441  1422 675 1 3 3  1  63.80   0.473 	2 	0 	1.59 	1.00 	1.00 	5 	2 	1 	1 	0 	0 	60000 	0 	0 	10 	0 	0 	
142 71 	  30 14107441  1422 675 1 3 3  1  63.80   0.473 	3 	1 	1.49 	0.00 	0.96 	5 	2 	1 	1 	0 	0 	60000 	0 	0 	10 	0 	0 	
143 72 	  30 14107441  1422 679 4 2 3  2  64.34  -0.231 	2 	1 	0.99 	1.00 	0.00 	5 	2 	1 	1 	0 	0 	60000 	0 	0 	10 	0 	0 	
